SUNE2,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
3/29/2016,3,29,0,0,0,0,0,0,0.00334185,1.819954157,7.372003555,9.205269814,9.375067711,9.027819633,8.797430038,8.829236984,8.928696632,9.018815994,8.823791504,7.175599098,1.788133383,0,0,0,0,0
3/30/2016,3,30,0,0,0,0,0,0,0.00334185,1.819954157,7.372003555,9.205269814,9.375067711,9.027819633,8.797430038,8.829236984,8.928696632,9.018815994,8.823791504,7.175599098,1.788133383,0,0,0,0,0
3/31/2016,3,31,0,0,0,0,0,0,0.029097524,1.819954157,7.372003555,9.205269814,9.375067711,9.027819633,8.797430038,8.829236984,8.928696632,9.018815994,8.823791504,7.175599098,1.788133383,0,0,0,0,0
4/1/2016,4,1,0,0,0,0,0,0,0.029097524,1.819954157,7.372003555,9.205269814,9.375067711,9.027819633,8.797430038,8.829236984,8.928696632,9.018815994,8.823791504,7.175599098,1.852180958,0,0,0,0,0
4/2/2016,4,2,0,0,0,0,0,0,0.029097524,2.227935076,7.372003555,9.205269814,9.375067711,8.957875252,8.553273201,8.829236984,8.74403286,8.437996864,8.378165245,6.802844048,1.852180958,0,0,0,0,0
4/3/2016,4,3,0,0,0,0,0,0,0.029097524,2.227935076,7.10499239,8.513186455,9.016186714,8.511760712,8.437273979,8.4403162,8.410098076,8.437996864,8.135272026,6.688946724,1.852180958,0,0,0,0,0
4/4/2016,4,4,0,0,0,0,0,0,0.029097524,2.227935076,7.10499239,8.484981537,9.016186714,8.511760712,8.157781601,8.4403162,8.410098076,8.437996864,8.135272026,6.688946724,1.9722054,0,0,0,0,0
4/5/2016,4,5,0,0,0,0,0,0,0.033731427,2.811324596,7.555817604,8.744901657,9.016186714,8.849052429,8.663146019,8.472658157,8.505591393,8.509058952,8.303283691,6.688946724,1.9722054,0,0,0,0,0
4/6/2016,4,6,0,0,0,0,0,0,0.033731427,2.811324596,7.555817604,8.744901657,9.016186714,8.849052429,8.663146019,8.472658157,8.505591393,8.509058952,8.303283691,6.688946724,1.9722054,0,0,0,0,0
4/7/2016,4,7,0,0,0,0,0,0,0.042452965,3.040801287,7.920640469,8.744901657,9.016186714,8.849052429,8.663146019,9.011314392,8.505591393,8.509058952,8.303283691,6.688946724,2.1515975,0,0,0,0,0
4/8/2016,4,8,0,0,0,0,0,0,0.042452965,3.040801287,7.920640469,8.744901657,8.940961838,8.849052429,8.663146019,9.011314392,8.524806976,8.606639862,8.337917328,7.025582314,2.17200613,0,0,0,0,0
4/9/2016,4,9,0,0,0,0,0,0,0.065121345,3.09911108,7.920640469,8.744901657,8.940961838,8.849052429,8.668391228,9.011314392,8.655340195,8.725200653,8.440112114,7.113179684,2.268199921,0,0,0,0,0
4/10/2016,4,10,0,0,0,0,0,0,0.072142728,3.131587982,7.920640469,8.744901657,8.940961838,8.849052429,8.668391228,9.011314392,8.655340195,8.725200653,8.440112114,7.113179684,2.268199921,0,0,0,0,0
4/11/2016,4,11,0,0,0,0,0,0,0.072142728,3.131587982,7.920640469,8.744901657,9.00234127,8.997240067,8.862743378,9.011314392,8.668416977,8.725200653,8.440112114,7.113179684,2.268199921,0,0,0,0,0
4/12/2016,4,12,0,0,0,0,0,0,0.087365203,3.311656713,7.920640469,8.592242241,9.00234127,8.997240067,8.892864227,9.011314392,8.690705299,8.725200653,8.440112114,7.16699934,2.501415253,0,0,0,0,0
4/13/2016,4,13,0,0,0,0,0,0,0.116414234,3.658971786,7.920640469,8.592242241,9.00234127,8.997240067,8.892864227,9.011314392,8.690705299,8.725200653,8.440112114,7.16699934,2.501415253,0,0,0,0,0
4/14/2016,4,14,0,0,0,0,0,0,0.116414234,3.658971786,7.580008507,8.592242241,9.00234127,8.997240067,8.892864227,8.808708191,8.690705299,8.725200653,8.440112114,7.16699934,2.501415253,0,0,0,0,0
4/15/2016,4,15,0,0,0,0,0,0,0.142124876,4.000171185,7.580008507,8.860852242,9.00234127,8.997240067,8.892864227,8.808708191,8.690705299,8.725200653,8.440112114,7.16699934,2.501415253,0,0,0,0,0
4/16/2016,4,16,0,0,0,0,0,0,0.167352527,4.037209034,8.051422119,8.860852242,9.00234127,8.997240067,8.892864227,8.808708191,8.690705299,8.604968071,8.399785995,7.363356113,2.792695999,0,0,0,0,0
4/17/2016,4,17,0,0,0,0,0,0,0.195440263,4.037209034,8.051422119,8.860852242,9.00234127,8.997240067,8.892864227,8.808708191,8.690705299,8.604968071,8.399785995,7.363356113,2.792695999,0,0,0,0,0
4/18/2016,4,18,0,0,0,0,0,0,0.195440263,4.037209034,8.051422119,8.860852242,8.964935303,8.879832268,8.892864227,8.796585083,8.690705299,8.698342323,8.51614666,7.363356113,2.792695999,0,0,0,0,0
4/19/2016,4,19,0,0,0,0,0,0,0.22796981,4.037209034,8.273392677,9.135755539,9.217941284,8.857861519,8.759858131,8.666668892,8.673228264,8.698342323,8.51614666,7.363356113,2.792695999,0,0,0,0,0
4/20/2016,4,20,0,0,0,0,0,0,0.232934564,4.037209034,8.273392677,9.135755539,9.217941284,9.062107086,8.952903748,8.752913475,8.76936245,9.090960503,8.810217857,7.555455685,2.943754673,0,0,0,0,0
4/21/2016,4,21,0,0,0,0,0,0,0.296185136,4.57164526,8.41089344,9.135755539,9.217941284,9.062107086,8.952903748,8.752913475,8.76936245,9.090960503,8.810217857,7.555455685,2.943754673,0,0,0,0,0
4/22/2016,4,22,0,0,0,0,0,0,0.296185136,4.57164526,8.41089344,9.135755539,9.217941284,9.062107086,8.952903748,8.752913475,8.76936245,9.090960503,8.810217857,7.555455685,2.943754673,0,0,0,0,0
4/23/2016,4,23,0,0,0,0,0,0,0.35307163,4.57164526,8.41089344,9.135755539,9.217941284,9.062107086,8.952903748,8.752913475,8.76936245,9.090960503,8.810217857,7.555455685,2.943754673,0,0,0,0,0
4/24/2016,4,24,0,0,0,0,0,0,0.35307163,4.57164526,8.41089344,9.135755539,9.217941284,9.062107086,8.952903748,8.822201729,8.847914696,9.090960503,8.810217857,7.555455685,2.943754673,0,0,0,0,0
4/25/2016,4,25,0,0,0,0,0,0,0.35307163,4.57164526,8.41089344,9.135755539,9.217941284,9.062107086,8.952903748,8.822201729,8.847914696,9.090960503,8.810217857,7.555455685,3.053909063,0,0,0,0,0
4/26/2016,4,26,0,0,0,0,0,0,0.35307163,4.57164526,8.41089344,9.064058304,9.078253746,9.062107086,8.952903748,8.822201729,8.847914696,9.090960503,8.810217857,7.555455685,3.053909063,0,0,0,0,0
4/27/2016,4,27,0,0,0,0,0,0,0.533032894,5.051465988,8.41089344,9.064058304,9.033511162,8.936083794,8.873257637,8.822201729,8.847914696,8.785381317,8.540000916,7.367786884,3.244908094,0,0,0,0,0
4/28/2016,4,28,0,0,0,0,0,0,0.533032894,5.051465988,8.080765724,8.711716652,8.892447472,8.914484978,8.873257637,8.822201729,8.847914696,8.785381317,8.451778412,7.367786884,3.244908094,0,0,0,0,0
4/29/2016,4,29,0,0,0,0,0,0,0.533032894,5.051465988,8.080765724,8.711716652,8.892447472,8.914484978,8.873257637,8.822201729,8.855286598,8.785381317,8.451778412,7.367786884,3.244908094,0,0,0,0,0
4/30/2016,4,30,0,0,0,0,0,0,0.533032894,5.051465988,8.080765724,8.711716652,8.892447472,8.914484978,8.873257637,8.822201729,8.855286598,8.785381317,8.451778412,7.367786884,3.244908094,0,0,0,0,0
5/1/2016,5,1,0,0,0,0,0,0,0.590299726,5.051465988,8.080765724,8.711716652,8.826508522,8.788146019,8.873257637,8.738936424,8.855286598,8.759708405,8.451778412,7.329122543,3.244908094,0,0,0,0,0
5/2/2016,5,2,0,0,0,0,0,0,0.752280831,5.051465988,8.080765724,8.60772419,8.707342148,8.788146019,8.873257637,8.738936424,8.855286598,8.759708405,8.319543839,7.305613041,3.244908094,0,0,0,0,0
5/3/2016,5,3,0,0,0,0,0,0,0.752280831,5.051465988,8.080765724,8.60772419,8.707342148,8.788146019,8.829218864,8.718054771,8.870539665,8.779931068,8.403967857,7.305613041,3.244908094,0,0,0,0,0
5/4/2016,5,4,0,0,0,0,0,0,0.752280831,5.105580807,8.192712784,8.972240448,8.660729408,9.017721176,8.914258957,8.87136364,8.883203506,8.868091583,8.629052162,7.649619579,3.737663746,0,0,0,0,0
5/5/2016,5,5,0,0,0,0,0,0,0.86451447,5.65749073,8.192712784,8.972240448,8.660729408,9.017721176,8.914258957,8.87136364,8.883203506,8.868091583,8.629052162,7.649619579,3.737663746,0,0,0,0,0
5/6/2016,5,6,0,0,0,0,0,0,0.86451447,5.65749073,8.192712784,8.972240448,8.660729408,9.017721176,8.914258957,8.87136364,8.883203506,8.868091583,8.629052162,7.649619579,3.737663746,0,0,0,0,0
5/7/2016,5,7,0,0,0,0,0,0,0.86451447,5.65749073,8.192712784,8.972240448,8.660729408,9.017721176,8.995401382,8.977162361,9.035975456,8.96322155,8.629052162,7.649619579,3.737663746,0,0,0,0,0
