SandHills,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1/1/2016,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15.20,15.23,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/2/2016,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/3/2016,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/4/2016,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/5/2016,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/6/2016,1,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/7/2016,1,7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/8/2016,1,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/9/2016,1,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/10/2016,1,10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/11/2016,1,11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/12/2016,1,12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/13/2016,1,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/14/2016,1,14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/15/2016,1,15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
1/16/2016,1,16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,10.62,15.00,15.46,15.51,15.05,15,15,12.03,2.33,0.00,0.00,0.00,0.00,0.00,0.00
