SUNE1,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
4/15/2016,4,15,0,0,0,0,0,0,0.133059695,4.18073082,7.686713696,8.636872292,8.696627617,8.639795303,8.561655045,8.324322701,8.359041214,8.538759232,8.294518471,7.083305359,2.552301645,0,0,0,0,0
4/16/2016,4,16,0,0,0,0,0,0,0.18174237,4.248510838,7.90404129,8.636872292,8.696627617,8.639795303,8.561655045,8.324322701,8.452578545,8.544606209,8.311700821,7.286183834,2.863783836,0,0,0,0,0
4/17/2016,4,17,0,0,0,0,0,0,0.196550727,4.248510838,7.90404129,8.636872292,8.696627617,8.639795303,8.561655045,8.324322701,8.452578545,8.544606209,8.311700821,7.286183834,2.863783836,0,0,0,0,0
4/18/2016,4,18,0,0,0,0,0,0,0.196550727,4.248510838,7.90404129,8.636872292,8.696627617,8.639795303,8.561655045,8.422141075,8.452578545,8.544606209,8.311700821,7.286183834,2.863783836,0,0,0,0,0
4/19/2016,4,19,0,0,0,0,0,0,0.246685952,4.464802742,7.90404129,9.14650631,9.126026154,8.998373985,8.904651642,8.824402809,8.822859764,8.812773705,8.423569679,7.324565411,2.946372271,0,0,0,0,0
4/20/2016,4,20,0,0,0,0,0,0,0.280854464,4.570122242,7.90404129,9.14650631,9.126026154,8.998373985,8.904651642,8.824402809,8.822859764,8.873698235,8.616568565,7.464470863,3.047928095,0,0,0,0,0
4/21/2016,4,21,0,0,0,0,0,0,0.319225222,4.881392479,8.255520821,9.14650631,9.126026154,8.998373985,8.904651642,8.824402809,8.822859764,8.873698235,8.616568565,7.464470863,3.047928095,0,0,0,0,0
4/22/2016,4,22,0,0,0,0,0,0,0.319225222,4.881392479,8.255520821,9.14650631,9.126026154,8.998373985,8.904651642,8.824402809,8.822859764,8.873698235,8.616568565,7.464470863,3.047928095,0,0,0,0,0
4/23/2016,4,23,0,0,0,0,0,0,0.36539796,4.881392479,8.255520821,9.14650631,9.126026154,8.998373985,8.904651642,8.824402809,8.822859764,8.873698235,8.616568565,7.464470863,3.047928095,0,0,0,0,0
4/24/2016,4,24,0,0,0,0,0,0,0.36539796,4.881392479,8.255520821,9.14650631,9.126026154,8.998373985,8.904651642,8.824402809,8.822859764,8.873698235,8.616568565,7.464470863,3.047928095,0,0,0,0,0
4/25/2016,4,25,0,0,0,0,0,0,0.36539796,4.881392479,8.255520821,9.14650631,9.126026154,8.998373985,8.904651642,8.824402809,8.822859764,8.873698235,8.616568565,7.464470863,3.091920614,0,0,0,0,0
4/26/2016,4,26,0,0,0,0,0,0,0.36539796,4.881392479,8.255520821,8.972015381,8.940745354,8.813176155,8.854535103,8.780129433,8.791509628,8.873698235,8.616568565,7.464470863,3.154383898,0,0,0,0,0
4/27/2016,4,27,0,0,0,0,0,0,0.556292951,5.220582485,8.255520821,8.972015381,8.940745354,8.813176155,8.708492279,8.695622444,8.761725426,8.705933571,8.385569572,7.233296394,3.283092976,0,0,0,0,0
4/28/2016,4,28,0,0,0,0,0,0,0.556292951,5.220582485,7.905758381,8.68210125,8.926498413,8.813176155,8.708492279,8.695622444,8.761725426,8.705933571,8.385569572,7.233296394,3.283092976,0,0,0,0,0
4/29/2016,4,29,0,0,0,0,0,0,0.556292951,5.220582485,7.905758381,8.68210125,8.926498413,8.813176155,8.708492279,8.695622444,8.761725426,8.705933571,8.385569572,7.233296394,3.283092976,0,0,0,0,0
4/30/2016,4,30,0,0,0,0,0,0,0.556292951,5.220582485,7.868242264,8.68210125,8.926498413,8.813176155,8.708492279,8.695622444,8.761725426,8.705933571,8.385569572,7.233296394,3.283092976,0,0,0,0,0
5/1/2016,5,1,0,0,0,0,0,0,0.591623664,5.220582485,7.868242264,8.68210125,8.502905846,8.360311508,8.663407326,8.492168427,8.457489967,8.632770538,8.289937019,7.233296394,3.283092976,0,0,0,0,0
5/2/2016,5,2,0,0,0,0,0,0,0.751458824,5.220582485,7.867874622,8.447444916,8.440525055,8.360311508,8.663407326,8.492168427,8.457489967,8.632770538,8.27520752,7.018053055,3.283092976,0,0,0,0,0
5/3/2016,5,3,0,0,0,0,0,0,0.751458824,5.220582485,7.867874622,8.447444916,8.440525055,8.360311508,8.663407326,8.492168427,8.906431198,8.755857468,8.200193405,7.018053055,3.283092976,0,0,0,0,0
5/4/2016,5,4,0,0,0,0,0,0,0.754460275,5.275523186,7.984487057,8.447444916,8.80770874,8.895981789,8.684449196,8.44260788,8.906431198,8.755857468,8.420331955,7.445476055,3.811522961,0,0,0,0,0
5/5/2016,5,5,0,0,0,0,0,0,0.911269665,5.563082218,8.05734539,8.447444916,8.80770874,8.895981789,8.684449196,8.44260788,8.906431198,8.755857468,8.420331955,7.445476055,3.811522961,0,0,0,0,0
