40,95.74762427,113.94734599999998,114.2273065,113.84705306000001,114.38523433999998,114.46515656,113.21227513999999,95.74762427,113.94734599999998,114.2273065,113.84705306000001,114.38523433999998,114.46515656,113.21227513999999
41,93.30185983999999,86.53893247999999,86.59873222,86.216897195,106.99071772999999,107.06547332,105.89358533,93.30185983999999,86.53893247999999,86.59873222,86.216897195,106.99071772999999,107.06547332,105.89358533
42,77.30324028000001,89.83548252000001,89.77344767999999,89.43937587,95.56472737499999,95.6314995,94.584762375,77.30324028000001,89.83548252000001,89.77344767999999,89.43937587,95.56472737499999,95.6314995,94.584762375
43,44.024573960000005,55.0156784275,54.91372096,55.457818487500006,55.719980387499994,55.75891255,55.1486018875,44.024573960000005,55.0156784275,54.91372096,55.457818487500006,55.719980387499994,55.75891255,55.1486018875
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1.72,1.72,1.45,1.45,2.32,2.32,2.32,1.72,1.72,1.45,1.45,2.32,2.32,2.32
56,40.2,40.2,40.2,40.2,46.03,46.03,46.03,40.2,40.2,40.2,40.2,46.03,46.03,46.03
57,93.78,93.78,93.78,93.78,95.06,95.06,95.06,93.78,93.78,93.78,93.78,95.06,95.06,95.06
58,104.54,103.89,103.89,106.51,106.51,106.51,106.51,104.54,103.89,103.89,106.51,106.51,106.51,106.51
59,107.51,110.87,110.87,110.87,110.87,110.87,110.87,107.51,110.87,110.87,110.87,110.87,110.87,110.87
60,109.75,111.57,111.57,111.57,111.57,111.57,111.57,109.75,111.57,111.57,111.57,111.57,111.57,111.57
61,108.81,112.82,112.82,112.82,112.82,112.82,112.82,108.81,112.82,112.82,112.82,112.82,112.82,112.82
62,106.89,112.31,112.31,112.31,112.31,112.31,112.31,106.89,112.31,112.31,112.31,112.31,112.31,112.31
63,104.66,112.02,112.02,112.02,112.02,112.02,112.02,104.66,112.02,112.02,112.02,112.02,112.02,112.02
64,103.79,109.52,109.52,109.52,109.52,109.52,109.52,103.79,109.52,109.52,109.52,109.52,109.52,109.52
65,100.52,82.94,82.94,82.94,102.44,102.44,102.44,100.52,82.94,82.94,82.94,102.44,102.44,102.44
66,86.04,86.04,86.04,86.04,91.5,91.5,91.5,86.04,86.04,86.04,86.04,91.5,91.5,91.5
67,52.63,52.63,52.63,53.35,53.35,53.35,53.35,52.63,52.63,52.63,53.35,53.35,53.35,53.35
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
